,Unnamed: 0,Date,UPRO,Unnamed: 2,URPO_PRICES
3616,3616,2000-09-08,-1.7%,,23.791143723910253
3617,3617,2000-09-11,-1.2%,,23.50564999922333
3618,3618,2000-09-12,-1.5%,,23.15306524923498
3619,3619,2000-09-13,0.6%,,23.29198364073039
3620,3620,2000-09-14,-0.8%,,23.105647771604545
3621,3621,2000-09-15,-3.1%,,22.389372690684805
3622,3622,2000-09-18,-4.5%,,21.381850919603988
3623,3623,2000-09-19,3.1%,,22.04468829811171
3624,3624,2000-09-20,-1.8%,,21.647883908745698
3625,3625,2000-09-21,-0.5%,,21.53964448920197
3626,3626,2000-09-22,-0.1%,,21.518104844712767
3627,3627,2000-09-25,-2.1%,,21.066224642973797
3628,3628,2000-09-26,-2.5%,,20.53956902689945
3629,3629,2000-09-27,-0.1%,,20.519029457872552
3630,3630,2000-09-28,6.6%,,21.87328540209214
3631,3631,2000-09-29,-4.5%,,20.888987558997993
3632,3632,2000-10-02,-0.2%,,20.84720958388
3633,3633,2000-10-03,-2.1%,,20.409418182618516
3634,3634,2000-10-04,1.6%,,20.73596887354041
3635,3635,2000-10-05,0.4%,,20.818912749034578
3636,3636,2000-10-06,-5.7%,,19.632234722339604
3637,3637,2000-10-09,-1.6%,,19.31811896678217
3638,3638,2000-10-10,-3.2%,,18.69993915984514
3639,3639,2000-10-11,-4.9%,,17.783642141012727
3640,3640,2000-10-12,-7.7%,,16.414301696154748
3641,3641,2000-10-13,10.0%,,18.055731865770223
3642,3642,2000-10-16,0.0%,,18.055731865770223
3643,3643,2000-10-17,-5.4%,,17.080722345018632
3644,3644,2000-10-18,-1.8%,,16.773269342808298
3645,3645,2000-10-19,10.4%,,18.51768935446036
3646,3646,2000-10-20,1.7%,,18.832490073486188
3647,3647,2000-10-23,-0.4%,,18.75716011319224
3648,3648,2000-10-24,0.5%,,18.850945913758203
3649,3649,2000-10-25,-7.2%,,17.49367780796761
3650,3650,2000-10-26,-0.1%,,17.476184130159645
3651,3651,2000-10-27,3.3%,,18.052898206454913
3652,3652,2000-10-30,4.1%,,18.793067032919563
3653,3653,2000-10-31,6.6%,,20.033409457092255
3654,3654,2000-11-01,-1.7%,,19.692841496321687
3655,3655,2000-11-02,1.5%,,19.98823411876651
3656,3656,2000-11-03,-0.4%,,19.908281182291443
3657,3657,2000-11-06,1.0%,,20.10736399411436
3658,3658,2000-11-07,-0.1%,,20.087256630120244
3659,3659,2000-11-08,-4.7%,,19.143155568504593
3660,3660,2000-11-09,-2.0%,,18.7602924571345
3661,3661,2000-11-10,-7.3%,,17.390791107763683
3662,3662,2000-11-13,-3.3%,,16.81689500120748
3663,3663,2000-11-14,7.0%,,17.994077651292006
3664,3664,2000-11-15,1.5%,,18.263988816061385
3665,3665,2000-11-16,-3.8%,,17.569957241051053
3666,3666,2000-11-17,-1.0%,,17.39425766864054
3667,3667,2000-11-20,-5.6%,,16.42017923919667
3668,3668,2000-11-21,1.0%,,16.584381031588638
3669,3669,2000-11-22,-5.6%,,15.655655693819671
3670,3670,2000-11-24,4.3%,,16.32884888865392
3671,3671,2000-11-27,1.5%,,16.573781621983727
3672,3672,2000-11-28,-2.9%,,16.093141954946198
3673,3673,2000-11-29,1.3%,,16.302352800360495
3674,3674,2000-11-30,-6.1%,,15.307909279538508
3675,3675,2000-12-01,0.0%,,15.307909279538508
3676,3676,2000-12-04,2.1%,,15.629375374408816
3677,3677,2000-12-05,11.6%,,17.442382917840238
3678,3678,2000-12-06,-5.5%,,16.483051857359023
3679,3679,2000-12-07,-1.8%,,16.18635692392656
3680,3680,2000-12-08,5.8%,,17.125165625514303
3681,3681,2000-12-11,2.2%,,17.501919269275618
3682,3682,2000-12-12,-2.0%,,17.151880883890104
3683,3683,2000-12-13,-2.4%,,16.74023574267674
3684,3684,2000-12-14,-4.3%,,16.02040560574164
3685,3685,2000-12-15,-6.5%,,14.979079241368437
3686,3686,2000-12-18,2.3%,,15.323598063919908
3687,3687,2000-12-19,-3.9%,,14.725977739427032
3688,3688,2000-12-20,-9.4%,,13.341735831920891
3689,3689,2000-12-21,2.3%,,13.648595756055071
3690,3690,2000-12-22,7.3%,,14.644943246247092
3691,3691,2000-12-26,2.0%,,14.937842111172031
3692,3692,2000-12-27,3.1%,,15.400915216618364
3693,3693,2000-12-28,1.2%,,15.585726199217786
3694,3694,2000-12-29,-3.2%,,15.086982960842818
3695,3695,2001-01-02,-8.6%,,13.789502426210335
3696,3696,2001-01-03,15.1%,,15.871717292568096
3697,3697,2001-01-04,-3.2%,,15.363822339205916
3698,3698,2001-01-05,-7.9%,,14.15008037440865
3699,3699,2001-01-08,-0.6%,,14.0651798921622
3700,3700,2001-01-09,1.1%,,14.21989687097598
3701,3701,2001-01-10,2.9%,,14.632273880234283
3702,3702,2001-01-11,3.1%,,15.085874370521545
3703,3703,2001-01-12,-1.9%,,14.799242757481634
3704,3704,2001-01-16,1.7%,,15.05082988435882
3705,3705,2001-01-17,0.6%,,15.141134863664972
3706,3706,2001-01-18,4.1%,,15.761921393075236
3707,3707,2001-01-19,-1.2%,,15.572778336358333
3708,3708,2001-01-22,0.0%,,15.572778336358333
3709,3709,2001-01-23,3.9%,,16.180116691476307
3710,3710,2001-01-24,0.8%,,16.309557625008118
3711,3711,2001-01-25,-1.5%,,16.064914260632996
3712,3712,2001-01-26,-0.6%,,15.9685247750692
3713,3713,2001-01-29,2.0%,,16.287895270570584
3714,3714,2001-01-30,2.1%,,16.629941071252563
3715,3715,2001-01-31,-1.7%,,16.34723207304127
3716,3716,2001-02-01,1.6%,,16.60878778620993
3717,3717,2001-02-02,-5.3%,,15.728522033540804
3718,3718,2001-02-05,1.0%,,15.885807253876212
3719,3719,2001-02-06,-0.5%,,15.80637821760683
3720,3720,2001-02-07,-2.5%,,15.41121876216666
3721,3721,2001-02-08,-1.9%,,15.118405605685494
3722,3722,2001-02-09,-4.1%,,14.498550975852387
3723,3723,2001-02-12,3.4%,,14.991501709031368
3724,3724,2001-02-13,-2.6%,,14.601722664596553
3725,3725,2001-02-14,-0.6%,,14.514112328608974
3726,3726,2001-02-15,2.4%,,14.86245102449559
3727,3727,2001-02-16,-5.7%,,14.01529131609934
3728,3728,2001-02-20,-5.3%,,13.272480876346076
3729,3729,2001-02-21,-5.6%,,12.529221947270694
3730,3730,2001-02-22,-0.6%,,12.45404661558707
3731,3731,2001-02-23,-1.7%,,12.24232782312209
3732,3732,2001-02-26,5.1%,,12.866686542101316
3733,3733,2001-02-27,-2.3%,,12.570752751632984
3734,3734,2001-02-28,-4.3%,,12.030210383312763
3735,3735,2001-03-01,0.3%,,12.066301014462702
3736,3736,2001-03-02,-1.7%,,11.861173897216837
3737,3737,2001-03-05,1.7%,,12.06281385346952
3738,3738,2001-03-06,3.0%,,12.424698269073607
3739,3739,2001-03-07,1.9%,,12.660767536186004
3740,3740,2001-03-08,0.7%,,12.749392908939305
3741,3741,2001-03-09,-7.5%,,11.793188440768857
3742,3742,2001-03-12,-13.1%,,10.248280755028135
3743,3743,2001-03-13,4.5%,,10.709453389004402
3744,3744,2001-03-14,-7.8%,,9.87411602466206
3745,3745,2001-03-15,1.7%,,10.041975997081314
3746,3746,2001-03-16,-5.9%,,9.449499413253516
3747,3747,2001-03-19,5.2%,,9.9408733827427
3748,3748,2001-03-20,-7.3%,,9.215189625802482
3749,3749,2001-03-21,-5.4%,,8.717569386009147
3750,3750,2001-03-22,-1.2%,,8.612958553377037
3751,3751,2001-03-23,6.0%,,9.12973606657966
3752,3752,2001-03-26,3.3%,,9.431017356776788
3753,3753,2001-03-27,7.6%,,10.147774675891824
3754,3754,2001-03-28,-7.3%,,9.40698712455172
3755,3755,2001-03-29,-1.4%,,9.275289304807997
3756,3756,2001-03-30,3.2%,,9.572098562561854
3757,3757,2001-04-02,-3.8%,,9.208358817184504
3758,3758,2001-04-03,-10.4%,,8.250689500197316
3759,3759,2001-04-04,-0.8%,,8.184683984195738
3760,3760,2001-04-05,13.1%,,9.25687758612538
3761,3761,2001-04-06,-6.0%,,8.701464930957858
3762,3762,2001-04-09,2.3%,,8.901598624369887
3763,3763,2001-04-10,8.1%,,9.622628112943849
3764,3764,2001-04-11,-0.7%,,9.55526971615324
3765,3765,2001-04-12,4.5%,,9.985256853380136
3766,3766,2001-04-16,-1.1%,,9.875419027992956
3767,3767,2001-04-17,3.1%,,10.181557017860737
3768,3768,2001-04-18,11.7%,,11.372799188950442
3769,3769,2001-04-19,3.7%,,11.793592758941609
3770,3770,2001-04-20,-2.6%,,11.486959347209124
3771,3771,2001-04-23,-4.6%,,10.958559217237504
3772,3772,2001-04-24,-3.7%,,10.553092526199716
3773,3773,2001-04-25,4.8%,,11.059640967457304
3774,3774,2001-04-26,1.4%,,11.214475941001703
3775,3775,2001-04-27,4.5%,,11.719127358346782
3776,3776,2001-04-30,-0.9%,,11.61365521212166
3777,3777,2001-05-01,4.0%,,12.078201420606527
3778,3778,2001-05-02,0.2%,,12.10235782344774
3779,3779,2001-05-03,-4.4%,,11.56985407921604
3780,3780,2001-05-04,4.3%,,12.067357804622327
3781,3781,2001-05-07,-0.8%,,11.97081894218535
3782,3782,2001-05-08,-0.6%,,11.898994028532238
3783,3783,2001-05-09,-1.3%,,11.74430710616132
3784,3784,2001-05-10,-0.1%,,11.732562799055158
3785,3785,2001-05-11,-2.3%,,11.462713854676888
3786,3786,2001-05-14,0.7%,,11.542952851659626
3787,3787,2001-05-15,0.1%,,11.554495804511284
3788,3788,2001-05-16,8.5%,,12.536627947894742
3789,3789,2001-05-17,0.8%,,12.6369209714779
3790,3790,2001-05-18,0.8%,,12.738016339249722
3791,3791,2001-05-21,4.8%,,13.349441123533708
3792,3792,2001-05-22,-0.8%,,13.242645594545438
3793,3793,2001-05-23,-4.7%,,12.620241251601804
3794,3794,2001-05-24,0.9%,,12.733823422866218
3795,3795,2001-05-25,-3.6%,,12.275405779643034
3796,3796,2001-05-29,-2.4%,,11.9807960409316
3797,3797,2001-05-30,-4.6%,,11.429679423048746
3798,3798,2001-05-31,1.8%,,11.635413652663624
3799,3799,2001-06-01,1.1%,,11.763403202842923
3800,3800,2001-06-04,1.5%,,11.939854250885563
3801,3801,2001-06-05,3.9%,,12.405508566670102
3802,3802,2001-06-06,-3.2%,,12.00853229253666
3803,3803,2001-06-07,1.6%,,12.200668809217245
3804,3804,2001-06-08,-2.8%,,11.85905008255916
3805,3805,2001-06-11,-2.6%,,11.550714780412624
3806,3806,2001-06-12,0.3%,,11.58536692475386
3807,3807,2001-06-13,-3.4%,,11.191464449312228
3808,3808,2001-06-14,-5.3%,,10.59831683349868
3809,3809,2001-06-15,-1.4%,,10.449940397829698
3810,3810,2001-06-18,-1.5%,,10.293191291862252
3811,3811,2001-06-19,1.0%,,10.396123204780874
3812,3812,2001-06-20,2.6%,,10.666422408105175
3813,3813,2001-06-21,3.4%,,11.029080769980752
3814,3814,2001-06-22,-2.9%,,10.709237427651312
3815,3815,2001-06-25,-1.7%,,10.52718039138124
3816,3816,2001-06-26,-0.5%,,10.474544489424334
3817,3817,2001-06-27,-1.4%,,10.327900866572392
3818,3818,2001-06-28,3.7%,,10.71003319863557
3819,3819,2001-06-29,-0.4%,,10.667193065841028
3820,3820,2001-07-02,2.9%,,10.976541664750416
3821,3821,2001-07-03,-0.5%,,10.921658956426665
3822,3822,2001-07-05,-3.7%,,10.517557575038875
3823,3823,2001-07-06,-7.0%,,9.781328544786154
3824,3824,2001-07-09,2.0%,,9.976955115681877
3825,3825,2001-07-10,-4.3%,,9.547946045707556
3826,3826,2001-07-11,-0.4%,,9.509754261524726
3827,3827,2001-07-12,7.1%,,10.184946814092982
3828,3828,2001-07-13,1.9%,,10.378460803560747
3829,3829,2001-07-16,-3.3%,,10.03597159704324
3830,3830,2001-07-17,3.0%,,10.33705074495454
3831,3831,2001-07-18,-1.7%,,10.161320882290312
3832,3832,2001-07-19,1.8%,,10.344224658171536
3833,3833,2001-07-20,-1.1%,,10.23043818693165
3834,3834,2001-07-23,-5.0%,,9.718916277585068
3835,3835,2001-07-24,-4.9%,,9.2426893799834
3836,3836,2001-07-25,4.8%,,9.686338470222603
3837,3837,2001-07-26,3.1%,,9.986614962799504
3838,3838,2001-07-27,0.8%,,10.0665078825019
3839,3839,2001-07-30,-0.4%,,10.026241850971893
3840,3840,2001-07-31,1.6%,,10.186661720587445
3841,3841,2001-08-01,1.2%,,10.308901661234492
3842,3842,2001-08-02,1.2%,,10.432608481169304
3843,3843,2001-08-03,-1.6%,,10.265686745470596
3844,3844,2001-08-06,-3.5%,,9.906387709379125
3845,3845,2001-08-07,0.9%,,9.995545198763535
3846,3846,2001-08-08,-5.2%,,9.47577684842783
3847,3847,2001-08-09,0.0%,,9.47577684842783
3848,3848,2001-08-10,1.7%,,9.636865054851103
3849,3849,2001-08-13,0.3%,,9.665775650015656
3850,3850,2001-08-14,-1.2%,,9.549786342215468
3851,3851,2001-08-15,-2.2%,,9.339691042686727
3852,3852,2001-08-16,0.9%,,9.423748262070909
3853,3853,2001-08-17,-5.0%,,8.95256084896736
3854,3854,2001-08-20,2.4%,,9.167422309342577
3855,3855,2001-08-21,-3.7%,,8.828227683896902
3856,3856,2001-08-22,2.1%,,9.013620465258736
3857,3857,2001-08-23,-0.8%,,8.941511501536667
3858,3858,2001-08-24,5.9%,,9.46906068012733
3859,3859,2001-08-27,-1.5%,,9.32702476992542
3860,3860,2001-08-28,-4.5%,,8.907308655278776
3861,3861,2001-08-29,-3.3%,,8.613367469654575
3862,3862,2001-08-30,-5.1%,,8.174085728702192
3863,3863,2001-08-31,1.2%,,8.272174757446619
3864,3864,2001-09-04,-0.3%,,8.247358233174278
3865,3865,2001-09-05,-0.3%,,8.222616158474755
3866,3866,2001-09-06,-6.7%,,7.671700875856947
3867,3867,2001-09-07,-5.6%,,7.242085626808958
3868,3868,2001-09-10,1.8%,,7.372443168091519
3869,3869,2001-09-17,-14.8%,,6.281321579213974
3870,3870,2001-09-18,-1.8%,,6.168257790788123
3871,3871,2001-09-19,-4.9%,,5.866013159039504
3872,3872,2001-09-20,-9.3%,,5.32047393524883
3873,3873,2001-09-21,-5.7%,,5.017206920939646
3874,3874,2001-09-24,11.6%,,5.599202923768646
3875,3875,2001-09-25,2.6%,,5.744782199786631
3876,3876,2001-09-26,-1.5%,,5.658610466789831
3877,3877,2001-09-27,3.4%,,5.851003222660686
3878,3878,2001-09-28,6.6%,,6.237169435356291
3879,3879,2001-10-01,-0.7%,,6.193509249308797
3880,3880,2001-10-02,3.7%,,6.422669091533223
3881,3881,2001-10-03,6.0%,,6.808029237025217
3882,3882,2001-10-04,-0.7%,,6.76037303236604
3883,3883,2001-10-05,0.5%,,6.79417489752787
3884,3884,2001-10-08,-2.5%,,6.624320525089673
3885,3885,2001-10-09,-1.6%,,6.518331396688239
3886,3886,2001-10-10,6.9%,,6.968096263059727
3887,3887,2001-10-11,4.6%,,7.288628691160475
3888,3888,2001-10-12,-1.6%,,7.172010632101907
3889,3889,2001-10-15,-0.5%,,7.136150578941398
3890,3890,2001-10-16,2.1%,,7.286009741099166
3891,3891,2001-10-17,-5.6%,,6.877993195597612
3892,3892,2001-10-18,-2.4%,,6.7129213589032695
3893,3893,2001-10-19,1.3%,,6.800189336569011
3894,3894,2001-10-22,4.6%,,7.112998046051186
3895,3895,2001-10-23,-1.4%,,7.01341607340647
3896,3896,2001-10-24,0.1%,,7.020429489479875
3897,3897,2001-10-25,4.1%,,7.30826709854855
3898,3898,2001-10-26,1.2%,,7.395966303731132
3899,3899,2001-10-29,-7.2%,,6.863456729862491
3900,3900,2001-10-30,-5.1%,,6.513420436639503
3901,3901,2001-10-31,0.0%,,6.513420436639503
3902,3902,2001-11-01,6.9%,,6.962846446767629
3903,3903,2001-11-02,0.9%,,7.025512064788537
3904,3904,2001-11-05,4.3%,,7.327609083574444
3905,3905,2001-11-06,4.3%,,7.642696274168145
3906,3906,2001-11-07,-0.7%,,7.589197400248968
3907,3907,2001-11-08,0.7%,,7.642321782050709
3908,3908,2001-11-09,0.5%,,7.680533390960962
3909,3909,2001-11-12,-0.6%,,7.634450190615196
3910,3910,2001-11-13,5.6%,,8.061979401289648
3911,3911,2001-11-14,0.6%,,8.110351277697387
3912,3912,2001-11-15,0.2%,,8.12657198025278
3913,3913,2001-11-16,-0.9%,,8.053432832430506
3914,3914,2001-11-19,3.2%,,8.311142683068283
3915,3915,2001-11-20,-2.2%,,8.12829754404078
3916,3916,2001-11-21,-1.5%,,8.006373080880168
3917,3917,2001-11-23,3.5%,,8.286596138710973
3918,3918,2001-11-26,1.8%,,8.43575486920777
3919,3919,2001-11-27,-2.0%,,8.267039771823615
3920,3920,2001-11-28,-5.4%,,7.82061962414514
3921,3921,2001-11-29,3.1%,,8.063058832493638
3922,3922,2001-11-30,-0.2%,,8.046932714828651
3923,3923,2001-12-03,-2.5%,,7.845759396957935
3924,3924,2001-12-04,3.9%,,8.151744013439293
3925,3925,2001-12-05,6.8%,,8.706062606353166
3926,3926,2001-12-06,-0.8%,,8.636414105502341
3927,3927,2001-12-07,-2.3%,,8.437776581075788
3928,3928,2001-12-10,-4.8%,,8.03276330518415
3929,3929,2001-12-11,-0.9%,,7.960468435437492
3930,3930,2001-12-12,0.1%,,7.968428903872929
3931,3931,2001-12-13,-4.7%,,7.5939127453909006
3932,3932,2001-12-14,1.0%,,7.669851872844809
3933,3933,2001-12-17,3.0%,,7.899947429030154
3934,3934,2001-12-18,2.3%,,8.081646219897847
3935,3935,2001-12-19,1.7%,,8.21903420563611
3936,3936,2001-12-20,-2.5%,,8.013558350495206
3937,3937,2001-12-21,1.3%,,8.117734609051643
3938,3938,2001-12-24,-0.1%,,8.109616874442592
3939,3939,2001-12-26,1.2%,,8.206932276935904
3940,3940,2001-12-27,2.1%,,8.379277854751557
3941,3941,2001-12-28,1.0%,,8.463070633299072
3942,3942,2001-12-31,-3.4%,,8.175326231766903
3943,3943,2002-01-02,1.7%,,8.314306777706939
3944,3944,2002-01-03,2.7%,,8.538793060705025
3945,3945,2002-01-04,1.9%,,8.70103012885842
3946,3946,2002-01-07,-2.0%,,8.527009526281251
3947,3947,2002-01-08,-1.0%,,8.441739431018439
3948,3948,2002-01-09,-1.4%,,8.32355507898418
3949,3949,2002-01-10,0.4%,,8.356849299300116
3950,3950,2002-01-11,-2.9%,,8.114500669620412
3951,3951,2002-01-14,-1.9%,,7.960325156897624
3952,3952,2002-01-15,2.0%,,8.119531660035577
3953,3953,2002-01-16,-4.9%,,7.721674608693833
3954,3954,2002-01-17,3.0%,,7.953324846954648
3955,3955,2002-01-18,-3.0%,,7.714725101546008
3956,3956,2002-01-22,-2.3%,,7.53728642421045
3957,3957,2002-01-23,2.4%,,7.7181812983915
3958,3958,2002-01-24,1.1%,,7.803081292673806
3959,3959,2002-01-25,0.3%,,7.826490536551827
3960,3960,2002-01-28,-0.1%,,7.818664046015275
3961,3961,2002-01-29,-8.6%,,7.1462589380579615
3962,3962,2002-01-30,3.6%,,7.403524259828048
3963,3963,2002-01-31,4.5%,,7.736682851520309
3964,3964,2002-02-01,-2.1%,,7.5742125116383825
3965,3965,2002-02-04,-7.4%,,7.013720785777141
3966,3966,2002-02-05,-1.2%,,6.9295561363478155
3967,3967,2002-02-06,-1.8%,,6.804824125893555
3968,3968,2002-02-07,-0.9%,,6.743580708760513
3969,3969,2002-02-08,4.5%,,7.047041840654735
3970,3970,2002-02-11,4.3%,,7.350064639802889
3971,3971,2002-02-12,-1.2%,,7.261863864125254
3972,3972,2002-02-13,3.1%,,7.486981643913136
3973,3973,2002-02-14,-0.5%,,7.449546735693571
3974,3974,2002-02-15,-3.3%,,7.203711693415682
3975,3975,2002-02-19,-5.7%,,6.793100126890988
3976,3976,2002-02-20,4.1%,,7.0716172320935184
3977,3977,2002-02-21,-4.7%,,6.739251222185123
3978,3978,2002-02-22,2.4%,,6.9009932515175665
3979,3979,2002-02-25,5.4%,,7.273646887099515
3980,3980,2002-02-26,0.0%,,7.273646887099515
3981,3981,2002-02-27,0.2%,,7.288194180873714
3982,3982,2002-02-28,-0.8%,,7.229888627426725
3983,3983,2002-03-01,6.8%,,7.721521054091743
3984,3984,2002-03-04,5.8%,,8.169369275229064
3985,3985,2002-03-05,-2.0%,,8.005981889724483
3986,3986,2002-03-06,4.4%,,8.35824509287236
3987,3987,2002-03-07,-1.4%,,8.241229661572147
3988,3988,2002-03-08,1.7%,,8.381330565818873
3989,3989,2002-03-11,1.0%,,8.465143871477062
3990,3990,2002-03-12,-0.7%,,8.405887864376723
3991,3991,2002-03-13,-2.9%,,8.162117116309798
3992,3992,2002-03-14,-0.3%,,8.137630764960868
3993,3993,2002-03-15,3.4%,,8.414310210969537
3994,3994,2002-03-18,-0.2%,,8.397481590547597
3995,3995,2002-03-19,1.2%,,8.498251369634168
3996,3996,2002-03-20,-4.7%,,8.098833555261361
3997,3997,2002-03-21,0.4%,,8.131228889482406
3998,3998,2002-03-22,-1.3%,,8.025522913919135
3999,3999,2002-03-25,-4.5%,,7.664374382792773
4000,4000,2002-03-26,1.8%,,7.802333121683043
4001,4001,2002-03-27,1.6%,,7.927170451629972
4002,4002,2002-03-28,0.7%,,7.982660644791381
4003,4003,2002-04-01,-0.3%,,7.958712662857007
4004,4004,2002-04-02,-2.6%,,7.7517861336227245
4005,4005,2002-04-03,-3.0%,,7.519232549614043
4006,4006,2002-04-04,0.2%,,7.534271014713271
4007,4007,2002-04-05,-1.0%,,7.458928304566138
4008,4008,2002-04-08,0.7%,,7.5111408026981
4009,4009,2002-04-09,-2.0%,,7.360917986644138
4010,4010,2002-04-10,3.4%,,7.611189198190038
4011,4011,2002-04-11,-7.1%,,7.070794765118546
4012,4012,2002-04-12,2.0%,,7.212210660420917
4013,4013,2002-04-15,-2.3%,,7.0463298152312355
4014,4014,2002-04-16,7.0%,,7.539572902297422
4015,4015,2002-04-17,-0.6%,,7.494335464883638
4016,4016,2002-04-18,-0.4%,,7.464358123024104
4017,4017,2002-04-19,0.2%,,7.479286839270152
4018,4018,2002-04-22,-4.7%,,7.127760357824455
4019,4019,2002-04-23,-1.9%,,6.99233291102579
4020,4020,2002-04-24,-2.2%,,6.838501586983223
4021,4021,2002-04-25,-0.5%,,6.8043090790483065
4022,4022,2002-04-26,-4.2%,,6.518528097728278
4023,4023,2002-04-29,-3.1%,,6.316453726698701
4024,4024,2002-04-30,3.2%,,6.51858024595306
4025,4025,2002-05-01,2.7%,,6.694581912593792
4026,4026,2002-05-02,-0.5%,,6.661109003030823
4027,4027,2002-05-03,-3.1%,,6.454614623936868
4028,4028,2002-05-06,-5.8%,,6.080246975748529
4029,4029,2002-05-07,-0.9%,,6.025524752966792
4030,4030,2002-05-08,11.3%,,6.70640905005204
4031,4031,2002-05-09,-4.3%,,6.418033460899801
4032,4032,2002-05-10,-5.0%,,6.097131787854811
4033,4033,2002-05-13,5.6%,,6.438571167974681
4034,4034,2002-05-14,6.3%,,6.844201151557085
4035,4035,2002-05-15,-1.6%,,6.734693933132172
4036,4036,2002-05-16,1.9%,,6.862653117861682
4037,4037,2002-05-17,2.4%,,7.027356792690362
4038,4038,2002-05-20,-4.0%,,6.746262520982747
4039,4039,2002-05-21,-3.3%,,6.523635857790317
4040,4040,2002-05-22,1.7%,,6.634537667372752
4041,4041,2002-05-23,3.1%,,6.840208335061306
4042,4042,2002-05-24,-3.7%,,6.587120626664038
4043,4043,2002-05-28,-2.6%,,6.415855490370772
4044,4044,2002-05-29,-1.9%,,6.293954236053727
4045,4045,2002-05-30,-0.8%,,6.243602602165297
4046,4046,2002-05-31,0.7%,,6.2873078203804535
4047,4047,2002-06-03,-7.5%,,5.81575973385192
4048,4048,2002-06-04,0.0%,,5.81575973385192
4049,4049,2002-06-05,2.8%,,5.978601006399773
4050,4050,2002-06-06,-5.9%,,5.6258635470221865
4051,4051,2002-06-07,-0.5%,,5.5977342292870755
4052,4052,2002-06-10,0.9%,,5.6481138373506585
4053,4053,2002-06-11,-5.0%,,5.365708145483126
4054,4054,2002-06-12,2.0%,,5.473022308392788
4055,4055,2002-06-13,-3.1%,,5.303358616832611
4056,4056,2002-06-14,-0.7%,,5.266235106514783
4057,4057,2002-06-17,8.6%,,5.719131325675055
4058,4058,2002-06-18,0.3%,,5.736288719652079
4059,4059,2002-06-19,-5.0%,,5.449474283669475
4060,4060,2002-06-20,-4.1%,,5.226045838039027
4061,4061,2002-06-21,-5.1%,,4.959517500299036
4062,4062,2002-06-24,1.1%,,5.014072192802325
4063,4063,2002-06-25,-5.0%,,4.763368583162208
4064,4064,2002-06-26,-0.7%,,4.730025003080073
4065,4065,2002-06-27,5.3%,,4.980716328243316
4066,4066,2002-06-28,-0.3%,,4.965774179258586
4067,4067,2002-07-01,-6.5%,,4.642998857606779
4068,4068,2002-07-02,-6.3%,,4.350489929577552
4069,4069,2002-07-03,1.9%,,4.433149238239525
4070,4070,2002-07-05,11.0%,,4.9207956544458735
4071,4071,2002-07-08,-3.6%,,4.743647010885822
4072,4072,2002-07-09,-7.4%,,4.392617132080271
4073,4073,2002-07-10,-10.2%,,3.944570184608083
4074,4074,2002-07-11,2.2%,,4.031350728669461
4075,4075,2002-07-12,-2.0%,,3.950723714096072
4076,4076,2002-07-15,-1.1%,,3.907265753241015
4077,4077,2002-07-16,-5.5%,,3.692366136812759
4078,4078,2002-07-17,1.7%,,3.755136361138576
4079,4079,2002-07-18,-8.1%,,3.450970315886351
4080,4080,2002-07-19,-11.3%,,3.0610106701911937
4081,4081,2002-07-22,-9.9%,,2.7579706138422657
4082,4082,2002-07-23,-8.1%,,2.5345749941210425
4083,4083,2002-07-24,17.2%,,2.970521893109862
4084,4084,2002-07-25,-1.7%,,2.920023020926994
4085,4085,2002-07-26,5.1%,,3.06894419499427
4086,4086,2002-07-29,16.2%,,3.566113154583342
4087,4087,2002-07-30,1.3%,,3.612472625592926
4088,4088,2002-07-31,3.0%,,3.720846804360713
4089,4089,2002-08-01,-8.8%,,3.3934122855769706
4090,4090,2002-08-02,-6.9%,,3.15926683787216
4091,4091,2002-08-05,-10.3%,,2.833862353571327
4092,4092,2002-08-06,9.0%,,3.0889099653927468
4093,4093,2002-08-07,6.1%,,3.277333473281704
4094,4094,2002-08-08,9.8%,,3.5985121536633113
4095,4095,2002-08-09,1.1%,,3.638095787353607
4096,4096,2002-08-12,-1.6%,,3.57988625475595
4097,4097,2002-08-13,-6.5%,,3.3471936481968134
4098,4098,2002-08-14,12.1%,,3.752204079628628
4099,4099,2002-08-15,3.5%,,3.8835312224156295
4100,4100,2002-08-16,-0.5%,,3.8641135663035513
4101,4101,2002-08-19,7.1%,,4.138465629511103
4102,4102,2002-08-20,-4.2%,,3.964650073071637
4103,4103,2002-08-21,3.8%,,4.115306775848359
4104,4104,2002-08-22,4.2%,,4.288149660433991
4105,4105,2002-08-23,-6.8%,,3.996555483524479
4106,4106,2002-08-26,2.2%,,4.0844797041620176
4107,4107,2002-08-27,-4.2%,,3.9129315565872127
4108,4108,2002-08-28,-5.4%,,3.701633252531503
4109,4109,2002-08-29,0.0%,,3.701633252531503
4110,4110,2002-08-30,-0.5%,,3.6831250862688454
4111,4111,2002-09-03,-12.5%,,3.22273445048524
4112,4112,2002-09-04,5.3%,,3.393539376360957
4113,4113,2002-09-05,-4.8%,,3.230649486295631
4114,4114,2002-09-06,5.0%,,3.392181960610413
4115,4115,2002-09-09,3.0%,,3.4939474194287254
4116,4116,2002-09-10,2.2%,,3.5708142626561576
4117,4117,2002-09-11,0.0%,,3.5708142626561576
4118,4118,2002-09-12,-7.3%,,3.3101448214822584
4119,4119,2002-09-13,1.0%,,3.343246269697081
4120,4120,2002-09-16,0.4%,,3.356619254775869
4121,4121,2002-09-17,-5.9%,,3.158578718744093
